Unique UN Assigned ID	ACC/BCC/ASCC	Dictionary Entry Name	Definition	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Version
UN00000794	ASCC	Financial Account. Owner. Party	A party that owns this financial account.	Financial Account		Owner					Party			1	0	unbounded	1.0
UN00000795	ASCC	Financial Account. Servicer. Party	A party that services this financial account on behalf of the account owner or owners.	Financial Account		Servicer					Party			2	0	unbounded	1.0
UN00000796	ASCC	Financial Account. Information Recipient. Party	A party that is entitled to receive information about this financial account.	Financial Account		Information Recipient					Party			3	0	unbounded	1.0
UN00000797	ASCC	Financial Account. Agent. Party	A party that acts on behalf of another party related to this financial account.	Financial Account		Agent					Party			4	0	unbounded	1.0
UN00001003	ASCC	Financial Account. Servicing. Financial Institution	The financial institution that services this financial account.	Financial Account		Servicing					Financial Institution			5	0	1	1.0
UN00000503	ACC	Financial Card. Details	A card used to represent a financial account.	Financial Card													1.0
UN00000798	BCC	Financial Card. Microchip. Indicator	The indication of whether or not this financial card has a microchip.	Financial Card		Microchip		Indicator						1	0	1	1.0
UN00000504	BCC	Financial Card. Identification. Identifier	A unique identifier of the financial card which is commonly known as the card number.	Financial Card		Identification		Identifier				Card Number		2	0	unbounded	1.0
UN00000505	BCC	Financial Card. Type. Code	A code specifying a type of card such as debit or credit.	Financial Card		Type		Code						3	0	unbounded	1.0
UN00000506	BCC	Financial Card. Cardholder Name. Text	A name of the holder(s) of the card as it appears as text on the card. This may include both an individual authorized to use the card as well as the organization that owns the card.	Financial Card		Cardholder Name		Text						4	0	unbounded	1.0
UN00000508	BCC	Financial Card. Expiry. Date	A date of expiry up to which the financial card is valid.	Financial Card		Expiry		Date						5	0	unbounded	1.0
UN00000799	BCC	Financial Card. Verification. Numeric	The unique card verification number for security purposes to help verify the card user is in actual possession of the financial card.	Financial Card		Verification		Numeric				CV2, CVV, CVS		6	0	1	1.0
UN00000800	BCC	Financial Card. Valid From. Date Time	A date from which the financial card is valid.	Financial Card		Valid From		Date Time						7	0	unbounded	1.0
UN00004512	BCC	Financial Card. Credit Limit. Amount	A monetary value of the credit limit for this financial card.	Financial Card		Credit Limit		Amount						8	0	unbounded	1.0
UN00004513	BCC	Financial Card. Credit Available. Amount	A monetary value of the credit available for this financial card.	Financial Card		Credit Available		Amount						9	0	unbounded	1.0
UN00004514	BCC	Financial Card. Interest Rate. Percent	An interest rate expressed as a percentage for this financial card.	Financial Card		Interest Rate		Percent						10	0	unbounded	1.0
UN00001004	ACC	Financial Institution. Details	"An institution, such as a bank, building society, credit union, stock brokerage, or similar business; established primarily to provide financial services and financial transactions."	Financial Institution													1.0
UN00001006	BCC	Financial Institution. BEI. Identifier	The unique Business Entity Identifier (BEI) as defined in ISO 9362 for this financial institution.	Financial Institution		BEI		Identifier						1	0	1	1.0
UN00001007	BCC	Financial Institution. BIC. Identifier	The unique Bank Identification Code (BIC) as defined in ISO 9362 for this financial institution.	Financial Institution		BIC		Identifier						2	0	1	1.0
UN00001008	BCC	Financial Institution. GLN. Identifier	The unique Global Location Number (GLN) as defined by GS1 for this financial institution.	Financial Institution		GLN		Identifier						3	0	1	1.0
UN00001005	BCC	Financial Institution. Identification. Identifier	A unique identifier for this financial institution.	Financial Institution		Identification		Identifier						4	0	unbounded	1.0
UN00001009	BCC	Financial Institution. Name. Text	A name, expressed as text, for this financial institution.	Financial Institution		Name		Text						5	0	unbounded	1.0
UN00001010	BCC	Financial Institution. Role. Code	The code specifying a role for this financial institution, such as intermediary or settlement agent.	Financial Institution		Role		Code						6	0	1	1.0
UN00002656	BCC	Financial Institution. Clearing System Name. Text	A clearing system name, expressed as text, for this financial institution.	Financial Institution		Clearing System Name		Text						7	0	unbounded	1.0
UN00001011	ASCC	Financial Institution. Location. Address	The postal address for this financial institution.	Financial Institution		Location					Address			1	0	1	1.0
UN00001012	ASCC	Financial Institution. Residence. Country	The country where this financial institution is located.	Financial Institution		Residence					Country			2	0	1	1.0
UN00002657	ASCC	Financial Institution. Sub-Division. Financial Institution	A financial institution that is a sub-division (branch) of this financial institution.	Financial Institution		Sub-Division					Financial Institution			3	0	unbounded	1.0
UN00004066	ACC	Fire Extinguishing System. Details	A protection device or system used to extinguish or control fires.	Fire Extinguishing System													1.0
UN00004067	BCC	Fire Extinguishing System. Extinguisher Type Description. Text	The textual description of the type of extinguisher in the fire extinguishing system.	Fire Extinguishing System		Extinguisher Type Description		Text						1	0	1	1.0
UN00004068	BCC	Fire Extinguishing System. Portable Fire Extinguisher. Quantity	The number of portable fire extinguishers forming all or part of the fire extinguishing system.	Fire Extinguishing System		Portable Fire Extinguisher		Quantity						2	0	1	1.0
UN00004069	BCC	Fire Extinguishing System. Extinguishing Agent Type. Code	The code specifying the type of extinguishing agent in the fire extinguishing system, such as Halon Gas.	Fire Extinguishing System		Extinguishing Agent Type		Code						3	0	1	1.0
UN00004070	BCC	Fire Extinguishing System. Sprinkler Type. Code	The code specifying the type of sprinkler system installed as part of the fire extinguishing system.	Fire Extinguishing System		Sprinkler Type		Code						4	0	1	1.0
UN00004071	BCC	Fire Extinguishing System. Sprinkler Water Supply Primary Source. Code	The code specifying the primary source of the sprinkler water supply in the fire extinguishing system.	Fire Extinguishing System		Sprinkler Water Supply Primary Source		Code						5	0	1	1.0
UN00004072	BCC	Fire Extinguishing System. Sprinkler Water Supply Secondary Source. Code	The code specifying the secondary source of the sprinkler water supply in the fire extinguishing system.	Fire Extinguishing System		Sprinkler Water Supply Secondary Source		Code						6	0	1	1.0
UN00004073	BCC	Fire Extinguishing System. Sprinklered. Percent	The percentage, usually of a building, that is equipped with a sprinkler system as part of the fire extinguishing system.	Fire Extinguishing System		Sprinklered		Percent						7	0	1	1.0
UN00004074	ACC	Fireplace. Details	An architectural element in a building consisting of a space designed to contain a fire, generally for heating but sometimes also for cooking.	Fireplace													1.0
UN00004075	BCC	Fireplace. Type. Code	The code specifying the type of fireplace.	Fireplace		Type		Code						1	0	1	1.0
UN00004076	BCC	Fireplace. Hearth. Quantity	The number of hearths in the fireplace.	Fireplace		Hearth		Quantity						2	0	1	1.0
UN00004077	BCC	Fireplace. Chimney. Quantity	The number of chimneys connected to the fireplace.	Fireplace		Chimney		Quantity						3	0	1	1.0
UN00003098	ACC	Forecast Terms. Details	A set of terms and conditions by which a forecast has been or will be made.	Forecast Terms													1.0
UN00003099	BCC	Forecast Terms. Forecast Type. Code	The code specifying the forecast type in these forecast terms.	Forecast Terms		Forecast Type		Code						1	0	1	1.0
UN00003100	BCC	Forecast Terms. Frequency. Code	A code in the forecast terms specifying the forecast frequency.	Forecast Terms		Frequency		Code						2	0	unbounded	1.0
UN00003101	BCC	Forecast Terms. Date Type. Code	A code in the forecast terms specifying the forecast date type.	Forecast Terms		Date Type		Code						3	0	unbounded	1.0
UN00003102	BCC	Forecast Terms. Commitment Level. Code	A code in the forecast terms specifying the forecast commitment level.	Forecast Terms		Commitment Level		Code						4	0	unbounded	1.0
UN00004078	ACC	Fuel. Details	Any material that is burnt or altered in order to obtain energy.	Fuel													1.0
UN00004079	BCC	Fuel. Type. Code	The code specifying the type of fuel.	Fuel		Type		Code						1	0	1	1.0
UN00004080	BCC	Fuel. Type. Text	The type of fuel, expressed as text.	Fuel		Type		Text						2	0	1	1.0
UN00004081	BCC	Fuel. Type Rank. Code	The code specifying the type rank for this fuel.	Fuel		Type Rank		Code						3	0	1	1.0
UN00000044	ACC	Geographical Coordinate. Details	A set of geographical coordinates of a specific point such as the longitude, latitude and altitude.	Geographical Coordinate													1.1
UN00000046	BCC	Geographical Coordinate. Altitude. Measure	The measure of the altitude that reflects the vertical elevation of an object above a surface for this geographical coordinate (Reference ISO 6709).	Geographical Coordinate		Altitude		Measure						1	0	1	1.0
UN00000047	BCC	Geographical Coordinate. Latitude. Measure	The measure of the latitude as an angular distance north or south from the Equator meridian to the meridian of a specific place for this geographical coordinate. (Reference ISO 6709).	Geographical Coordinate		Latitude		Measure						2	0	1	1.0
UN00000048	BCC	Geographical Coordinate. Longitude. Measure	The measure of the longitude as an angular distance east or west from the Greenwich meridian to the meridian of a specific place (Reference ISO 6709).	Geographical Coordinate		Longitude		Measure						3	0	1	1.0
UN00000049	BCC	Geographical Coordinate. Latitude Direction. Indicator	The indication of whether the latitude compass direction from the Equator meridian to the meridian of a specific place is North (+) or South (-).  (Reference ISO 6709).	Geographical Coordinate		Latitude Direction		Indicator						4	0	1	1.0
UN00000185	BCC	Geographical Coordinate. Longitude Direction. Indicator	The indication of whether the longitude as a compass direction from the Greenwich meridian to the meridian of a specific place is East (-) or West (+) for this geographical coordinate. (Reference ISO 6709).	Geographical Coordinate		Longitude Direction		Indicator						5	0	1	1.0
